,ID,Alamosite,Chalcophyllite,Gypsum,Orpiment,Junitoite,Phoenicochroite,Groutite,Zykaite,Weloganite,Diadochite,Semseyite,Creedite,Xieite,Eveite,Rutile,Tyrolite,Feroxyhyte,Kostovite
4377,Ast_004378,4038.0,4889.0,2051.0,2366.0,4996.0,1973.0,18168.0,2172.0,3893.0,4587.0,1979.0,7310.0,3729.0,2294.0,1334.0,2484.0,2783.0,1672.0
4378,Ast_004379,2076.0,3740.0,4405.0,4279.0,2391.0,3298.0,10310.0,3292.0,3535.0,2671.0,4448.0,13027.0,2935.0,5204.0,3635.0,2924.0,3528.0,2752.0
4379,Ast_004380,3940.0,1647.0,1291.0,4557.0,1813.0,3536.0,17758.0,1811.0,3804.0,2197.0,3214.0,13858.0,3133.0,4787.0,2304.0,3174.0,3052.0,3644.0
4380,Ast_004381,4334.0,1621.0,1888.0,4103.0,1765.0,4224.0,19336.0,1946.0,3989.0,2471.0,2877.0,12497.0,3111.0,4718.0,2364.0,2922.0,2055.0,3983.0
4381,Ast_004382,2727.0,4613.0,1946.0,2675.0,4535.0,2579.0,12898.0,4306.0,3162.0,3551.0,2309.0,8235.0,3685.0,2583.0,4076.0,3955.0,4425.0,2776.0
4382,Ast_004383,3364.0,1896.0,2221.0,4960.0,1408.0,3706.0,15457.0,1633.0,3824.0,2649.0,3413.0,15086.0,3784.0,4216.0,2170.0,3307.0,2872.0,3688.0
4383,Ast_004384,5023.0,2629.0,2019.0,3123.0,4364.0,4419.0,22092.0,4053.0,2386.0,4649.0,4233.0,9564.0,5056.0,2445.0,2041.0,3177.0,4702.0,3530.0
4384,Ast_004385,4520.0,4605.0,1557.0,2261.0,4790.0,1935.0,20051.0,2302.0,4070.0,4178.0,2340.0,6976.0,4501.0,2196.0,1881.0,2402.0,3321.0,2307.0
4385,Ast_004386,1358.0,4159.0,3697.0,3301.0,4318.0,2053.0,7415.0,2698.0,4825.0,3642.0,4240.0,10099.0,4055.0,3175.0,1835.0,2441.0,2416.0,3937.0
4386,Ast_004387,5204.0,1600.0,2382.0,3017.0,4223.0,3928.0,22832.0,3950.0,3199.0,5804.0,3750.0,9244.0,4885.0,2818.0,1912.0,2911.0,5419.0,3884.0
4387,Ast_004388,4552.0,4805.0,2699.0,2279.0,5461.0,1982.0,20214.0,2430.0,4336.0,4145.0,2501.0,7052.0,3540.0,2615.0,1514.0,2911.0,3502.0,2308.0
4388,Ast_004389,4350.0,1869.0,1693.0,3829.0,1384.0,3631.0,19389.0,1691.0,3505.0,2376.0,3188.0,11684.0,3180.0,4250.0,2817.0,3164.0,2456.0,4317.0
4389,Ast_004390,3090.0,4693.0,1716.0,2703.0,3507.0,2494.0,14351.0,4025.0,2798.0,4245.0,2518.0,8314.0,4133.0,2026.0,4206.0,4543.0,5016.0,3104.0
4390,Ast_004391,4322.0,4458.0,3561.0,2996.0,4071.0,1461.0,19302.0,2656.0,4172.0,4734.0,1820.0,9216.0,3759.0,2014.0,1548.0,2313.0,3368.0,1693.0
4391,Ast_004392,2996.0,4028.0,1161.0,2915.0,3574.0,2369.0,13983.0,4534.0,3387.0,3782.0,2038.0,8947.0,5559.0,1642.0,4501.0,4661.0,4712.0,3001.0
4392,Ast_004393,3625.0,1699.0,1731.0,3651.0,2090.0,3523.0,16511.0,1576.0,3943.0,2209.0,2789.0,11137.0,2419.0,4183.0,1946.0,3286.0,2901.0,3581.0
4393,Ast_004394,4676.0,2050.0,1949.0,2737.0,4110.0,3721.0,20701.0,3529.0,2578.0,4301.0,4145.0,8415.0,4554.0,3099.0,1855.0,2417.0,4663.0,2812.0
4394,Ast_004395,4457.0,4864.0,4835.0,2099.0,3993.0,1929.0,19833.0,4514.0,1693.0,1990.0,3062.0,6487.0,2859.0,5255.0,2718.0,3918.0,4091.0,2939.0
4395,Ast_004396,2943.0,4214.0,1366.0,3256.0,4155.0,2417.0,13765.0,4186.0,3334.0,4192.0,1949.0,9962.0,4508.0,1932.0,4279.0,4823.0,4939.0,3005.0
4396,Ast_004397,4561.0,5200.0,4576.0,1924.0,3837.0,1487.0,20232.0,4759.0,1353.0,2016.0,3147.0,5991.0,3151.0,5036.0,2622.0,3948.0,4468.0,2779.0
4397,Ast_004398,1687.0,3510.0,4410.0,3863.0,2746.0,2761.0,,4344.0,3726.0,2734.0,4730.0,11796.0,2965.0,5324.0,3596.0,3056.0,3276.0,3148.0
4398,Ast_004399,2470.0,3988.0,3696.0,3322.0,3596.0,1805.0,11884.0,2402.0,5458.0,3293.0,3781.0,10165.0,4104.0,2858.0,2180.0,2762.0,1863.0,3513.0
4399,Ast_004400,2118.0,3936.0,4342.0,3529.0,4142.0,2155.0,10496.0,2163.0,4912.0,2839.0,4122.0,10792.0,4407.0,2891.0,1502.0,3819.0,1732.0,4552.0
4400,Ast_004401,2115.0,4182.0,3627.0,3694.0,3853.0,2712.0,10480.0,2806.0,4786.0,2663.0,3811.0,11276.0,4355.0,3049.0,1748.0,2376.0,1176.0,3825.0
4401,Ast_004402,1765.0,3956.0,3562.0,3168.0,4313.0,2251.0,9056.0,2624.0,5167.0,3040.0,3398.0,9698.0,4474.0,3961.0,1381.0,3795.0,1905.0,4038.0
4402,Ast_004403,4002.0,1696.0,1445.0,4714.0,1337.0,3626.0,18028.0,2049.0,4144.0,2342.0,3100.0,14322.0,1962.0,4481.0,2152.0,3230.0,2904.0,4099.0
4403,Ast_004404,4293.0,2349.0,2091.0,3181.0,4244.0,3230.0,19154.0,3961.0,3335.0,5115.0,3186.0,9741.0,4718.0,2756.0,1891.0,2626.0,5290.0,3219.0
4404,Ast_004405,1993.0,4018.0,4106.0,3743.0,3968.0,2500.0,9967.0,2204.0,4913.0,3310.0,3676.0,11431.0,4107.0,2992.0,1451.0,3315.0,1551.0,3525.0
4405,Ast_004406,4291.0,1357.0,1956.0,5139.0,1752.0,4211.0,19165.0,1940.0,4346.0,3318.0,2742.0,15623.0,2580.0,4306.0,2428.0,3287.0,1918.0,3603.0
4406,Ast_004407,2242.0,4451.0,3822.0,3555.0,4240.0,2588.0,10951.0,2773.0,4976.0,2964.0,4086.0,10863.0,4678.0,3454.0,1582.0,2631.0,1669.0,3547.0
4407,Ast_004408,2039.0,3880.0,3653.0,3366.0,3568.0,2150.0,10168.0,2929.0,5399.0,2509.0,4154.0,10300.0,4501.0,2417.0,1957.0,3415.0,2260.0,4141.0
4408,Ast_004409,3912.0,4371.0,4903.0,1789.0,4098.0,2201.0,17640.0,4771.0,1544.0,2130.0,2710.0,5568.0,2882.0,4968.0,2139.0,4248.0,4748.0,2985.0
4409,Ast_004410,4546.0,2579.0,1808.0,3213.0,4357.0,3700.0,20183.0,3236.0,3200.0,4566.0,4607.0,9829.0,5472.0,2428.0,1557.0,2667.0,4702.0,3819.0
4410,Ast_004411,4925.0,4543.0,1918.0,2179.0,4202.0,1480.0,21702.0,2023.0,4177.0,6036.0,1780.0,6726.0,4149.0,2467.0,1165.0,2447.0,3129.0,1408.0
4411,Ast_004412,4973.0,4674.0,2679.0,,4899.0,1284.0,21900.0,1471.0,3915.0,4177.0,2743.0,,3712.0,2312.0,2230.0,2429.0,3457.0,1205.0
4412,Ast_004413,2181.0,4567.0,3786.0,3622.0,4146.0,2916.0,10730.0,2879.0,4229.0,2800.0,3911.0,11062.0,4198.0,3517.0,1578.0,3364.0,1813.0,4174.0
4413,Ast_004414,4173.0,5060.0,2893.0,2309.0,4344.0,1871.0,18702.0,1945.0,4381.0,3915.0,2390.0,7115.0,4018.0,2180.0,691.0,2284.0,3354.0,2331.0
4414,Ast_004415,4027.0,1090.0,1857.0,3851.0,1693.0,3804.0,18113.0,1979.0,4430.0,2820.0,3112.0,11752.0,2853.0,4571.0,2399.0,3284.0,2339.0,4053.0
4415,Ast_004416,3993.0,4789.0,4468.0,1902.0,4208.0,2419.0,17971.0,4480.0,1447.0,2250.0,3993.0,5910.0,3411.0,4563.0,3201.0,4047.0,3918.0,2726.0
4416,Ast_004417,3461.0,1416.0,1298.0,5066.0,1649.0,3593.0,15858.0,1533.0,4043.0,2018.0,3490.0,15388.0,2404.0,4809.0,2540.0,2736.0,2286.0,3408.0
4417,Ast_004418,4750.0,1978.0,1832.0,2891.0,4108.0,3954.0,20983.0,4228.0,2997.0,5337.0,3784.0,8852.0,4341.0,2405.0,1373.0,2853.0,4738.0,3080.0
4418,Ast_004419,2660.0,3660.0,1596.0,2634.0,4057.0,2477.0,12649.0,4238.0,2554.0,4072.0,2244.0,8111.0,4492.0,2178.0,3901.0,4125.0,4986.0,2816.0
4419,Ast_004420,4045.0,2130.0,2223.0,4757.0,1922.0,3863.0,18178.0,1981.0,4002.0,2132.0,3013.0,14484.0,2238.0,4643.0,2619.0,2958.0,2058.0,3448.0
4420,Ast_004421,1794.0,3689.0,4582.0,4022.0,3097.0,3311.0,9165.0,3898.0,3498.0,2478.0,4639.0,12284.0,3801.0,5089.0,3065.0,3092.0,3561.0,3158.0
4421,Ast_004422,3944.0,1411.0,1736.0,5034.0,2030.0,3506.0,17780.0,1644.0,4163.0,3096.0,2345.0,15303.0,1959.0,3662.0,3062.0,3309.0,2492.0,3811.0
4422,Ast_004423,4333.0,4704.0,2542.0,2344.0,4886.0,1935.0,19317.0,2651.0,4308.0,4953.0,1964.0,7248.0,3580.0,2480.0,1581.0,2325.0,2877.0,2585.0
4423,Ast_004424,2422.0,3944.0,3865.0,3579.0,2846.0,3759.0,11686.0,3442.0,3500.0,2387.0,4387.0,10921.0,3563.0,4524.0,3360.0,3144.0,2998.0,2839.0
4424,Ast_004425,3745.0,1406.0,2484.0,4182.0,1536.0,3641.0,16966.0,2069.0,3776.0,2348.0,2584.0,12743.0,2626.0,4749.0,2590.0,3292.0,2785.0,3790.0
4425,Ast_004426,2598.0,3507.0,4529.0,4116.0,3156.0,3203.0,12392.0,3646.0,3551.0,2740.0,4648.0,12546.0,2918.0,4399.0,2949.0,3123.0,2923.0,3002.0
4426,Ast_004427,4399.0,1916.0,2304.0,3149.0,4537.0,3595.0,19599.0,3360.0,3080.0,5072.0,3386.0,9636.0,4180.0,2445.0,1948.0,2257.0,5013.0,3973.0
4427,Ast_004428,2435.0,3148.0,3881.0,4427.0,2507.0,3410.0,11737.0,4293.0,3080.0,2190.0,4229.0,13486.0,2880.0,5093.0,3189.0,3010.0,3342.0,3312.0
4428,Ast_004429,4122.0,4615.0,4801.0,1706.0,3606.0,2310.0,18483.0,4562.0,2035.0,2437.0,2518.0,5292.0,3229.0,5026.0,3388.0,4742.0,4376.0,2604.0
4429,Ast_004430,4225.0,4279.0,5364.0,2239.0,4217.0,2099.0,18896.0,4169.0,1528.0,2251.0,3253.0,6918.0,3308.0,5108.0,2969.0,4124.0,3197.0,2455.0
4430,Ast_004431,4877.0,1533.0,1958.0,3336.0,4477.0,3386.0,21514.0,4202.0,2653.0,5507.0,4391.0,10211.0,5067.0,2630.0,1860.0,2469.0,4730.0,2787.0
4431,Ast_004432,1565.0,4074.0,3561.0,3502.0,2814.0,3819.0,8264.0,4343.0,3693.0,3484.0,4432.0,10706.0,2871.0,5427.0,3090.0,3280.0,3391.0,3535.0
4432,Ast_004433,2670.0,4817.0,2410.0,2737.0,3180.0,2185.0,12674.0,4205.0,2814.0,4284.0,1980.0,8402.0,3740.0,2080.0,4145.0,5278.0,4771.0,3519.0
4433,Ast_004434,1785.0,3994.0,4477.0,3677.0,2589.0,3003.0,9146.0,3775.0,4356.0,3085.0,4267.0,11245.0,3011.0,4473.0,3235.0,2902.0,3792.0,3162.0
4434,Ast_004435,4680.0,1897.0,2251.0,2363.0,4575.0,4421.0,20724.0,3046.0,3090.0,5146.0,3687.0,7290.0,5922.0,3081.0,1915.0,2484.0,4923.0,3154.0
4435,Ast_004436,4160.0,4258.0,4684.0,2133.0,3882.0,2520.0,18641.0,4325.0,1424.0,2370.0,2921.0,6585.0,2889.0,5193.0,3133.0,3964.0,5271.0,2416.0
4436,Ast_004437,4189.0,4338.0,4737.0,1769.0,3917.0,1953.0,18752.0,4642.0,1592.0,2168.0,2163.0,5508.0,2798.0,4818.0,3418.0,4127.0,4192.0,2502.0
4437,Ast_004438,4542.0,2025.0,1841.0,2798.0,4778.0,4100.0,20174.0,4110.0,2741.0,5415.0,4221.0,8593.0,4402.0,2486.0,2204.0,3061.0,4419.0,4084.0
4438,Ast_004439,,4381.0,626.0,2753.0,3232.0,2583.0,,4909.0,3240.0,3231.0,1911.0,8473.0,4817.0,2227.0,4002.0,4251.0,3929.0,2798.0
4439,Ast_004440,2729.0,4466.0,1430.0,3050.0,3749.0,2484.0,12921.0,4681.0,2939.0,3999.0,2634.0,9347.0,4653.0,2370.0,4370.0,5058.0,4949.0,3194.0
4440,Ast_004441,2782.0,4981.0,1471.0,3326.0,3414.0,2413.0,13124.0,4918.0,2884.0,3934.0,1714.0,10176.0,3813.0,2243.0,4200.0,4119.0,4517.0,3295.0
4441,Ast_004442,4031.0,4555.0,5038.0,2183.0,4398.0,2013.0,18123.0,4507.0,1611.0,2359.0,2628.0,6749.0,2730.0,5148.0,2329.0,3905.0,4770.0,2649.0
4442,Ast_004443,2276.0,4146.0,3903.0,4120.0,3766.0,2879.0,11097.0,1994.0,5064.0,2269.0,4253.0,12567.0,4410.0,2684.0,2115.0,2841.0,1592.0,4090.0
4443,Ast_004444,2699.0,4917.0,1404.0,2270.0,3735.0,2521.0,12810.0,5159.0,3452.0,4134.0,2399.0,7014.0,4547.0,1558.0,4189.0,4500.0,4452.0,3205.0
4444,Ast_004445,3096.0,4055.0,1648.0,3060.0,4271.0,2940.0,14396.0,3888.0,3023.0,3609.0,1731.0,9370.0,4636.0,2283.0,4051.0,4250.0,4965.0,2430.0
4445,Ast_004446,4258.0,4876.0,4673.0,1787.0,4066.0,1775.0,19033.0,4616.0,1804.0,2533.0,2227.0,5561.0,2867.0,4843.0,3511.0,4113.0,4374.0,2477.0
4446,Ast_004447,2172.0,3348.0,4052.0,3318.0,2463.0,3561.0,10699.0,4370.0,4683.0,3427.0,4850.0,10156.0,3751.0,5757.0,3072.0,3170.0,3605.0,3191.0
4447,Ast_004448,1830.0,3940.0,4216.0,3891.0,3169.0,3239.0,9329.0,4692.0,3880.0,2581.0,3953.0,11879.0,2675.0,4879.0,3433.0,3081.0,3573.0,3240.0
4448,Ast_004449,3884.0,4589.0,4913.0,2275.0,4411.0,2280.0,17531.0,5013.0,1744.0,1838.0,3006.0,7024.0,2550.0,4591.0,2624.0,3904.0,4419.0,2758.0
4449,Ast_004450,2462.0,3938.0,4245.0,3252.0,2246.0,3081.0,11837.0,4198.0,3226.0,1805.0,4408.0,9952.0,2700.0,4809.0,3141.0,2644.0,3618.0,3174.0
4450,Ast_004451,2118.0,3825.0,3911.0,4138.0,2699.0,3382.0,10467.0,3792.0,3793.0,3184.0,4752.0,12607.0,3375.0,4578.0,3273.0,3109.0,2947.0,3507.0
4451,Ast_004452,2904.0,3328.0,4501.0,3504.0,2682.0,3490.0,13603.0,3745.0,3487.0,2716.0,4809.0,10716.0,2650.0,4661.0,2935.0,3248.0,3367.0,2587.0
4452,Ast_004453,4202.0,4588.0,4617.0,1429.0,4377.0,2163.0,18805.0,4553.0,2191.0,2459.0,3497.0,4477.0,3023.0,5168.0,2941.0,3793.0,5029.0,2722.0
4453,Ast_004454,4654.0,4575.0,2462.0,2059.0,5290.0,1296.0,20607.0,1782.0,4280.0,4897.0,2076.0,6380.0,4201.0,2475.0,1919.0,1892.0,2496.0,1850.0
4454,Ast_004455,4837.0,1848.0,2069.0,3107.0,4507.0,3545.0,21340.0,4158.0,2751.0,4569.0,4369.0,9527.0,4959.0,3362.0,1859.0,2724.0,5058.0,2986.0
4455,Ast_004456,2863.0,4266.0,1995.0,3000.0,3695.0,1934.0,,4355.0,3247.0,3759.0,2458.0,9217.0,4420.0,2126.0,3934.0,4319.0,5150.0,3228.0
4456,Ast_004457,4199.0,1335.0,1263.0,4826.0,1706.0,3769.0,18794.0,2127.0,1000296.992,2580.0,2266.0,14682.0,2343.0,4812.0,2580.0,2861.0,3221.0,3768.0
4457,Ast_004458,2163.0,4704.0,3552.0,3381.0,4306.0,2355.0,10654.0,2875.0,4686.0,2818.0,4352.0,10326.0,4176.0,3462.0,2023.0,2554.0,1483.0,3816.0
4458,Ast_004459,1512.0,3264.0,4685.0,3719.0,3016.0,3164.0,8063.0,3593.0,4234.0,2556.0,4427.0,11328.0,3102.0,4440.0,3345.0,3012.0,3508.0,3397.0
4459,Ast_004460,1751.0,4347.0,3673.0,3821.0,4084.0,1863.0,9003.0,2692.0,5122.0,3202.0,4493.0,11658.0,4103.0,3078.0,1946.0,2972.0,1775.0,3760.0
4460,Ast_004461,3185.0,3580.0,1613.0,2311.0,3373.0,2440.0,14742.0,4094.0,3158.0,3863.0,2289.0,7134.0,4729.0,1560.0,4199.0,4204.0,3829.0,3230.0
4461,Ast_004462,2150.0,4847.0,3543.0,3950.0,3640.0,2209.0,10614.0,2263.0,5038.0,3567.0,4391.0,12058.0,4068.0,2314.0,1774.0,2414.0,1741.0,3767.0
4462,Ast_004463,4150.0,4673.0,3223.0,2567.0,4540.0,1463.0,18594.0,2381.0,4427.0,5155.0,1650.0,7891.0,4280.0,2282.0,1629.0,2367.0,2710.0,1712.0
4463,Ast_004464,4334.0,4532.0,2792.0,2176.0,4626.0,1277.0,19345.0,2504.0,3610.0,5670.0,2624.0,6727.0,4071.0,1982.0,1328.0,2273.0,2881.0,1994.0
4464,Ast_004465,4123.0,1579.0,2424.0,4146.0,1749.0,3680.0,18489.0,1352.0,3716.0,2662.0,2003.0,12637.0,2849.0,4151.0,2477.0,3178.0,3080.0,4059.0
4465,Ast_004466,2130.0,4313.0,3888.0,3430.0,3850.0,2137.0,10535.0,2129.0,5092.0,3113.0,3938.0,10525.0,4254.0,3482.0,1561.0,3362.0,1953.0,4565.0
4466,Ast_004467,3375.0,5402.0,2179.0,3155.0,3844.0,2853.0,15486.0,4480.0,2695.0,4063.0,2606.0,9664.0,3788.0,1245.0,4230.0,4071.0,4278.0,2477.0
4467,Ast_004468,2158.0,4514.0,3635.0,,4343.0,2030.0,10625.0,2798.0,4675.0,3604.0,4232.0,,4078.0,2504.0,1107.0,3769.0,1606.0,3900.0
4468,Ast_004469,4317.0,4705.0,2768.0,2110.0,4705.0,1689.0,19280.0,2180.0,4663.0,5300.0,1596.0,6525.0,3882.0,3112.0,1433.0,2379.0,2732.0,1639.0
4469,Ast_004470,1903.0,4491.0,3545.0,3909.0,4244.0,2347.0,9610.0,,5003.0,3225.0,3638.0,11920.0,4419.0,3220.0,1398.0,2886.0,1898.0,3882.0
4470,Ast_004471,2499.0,4004.0,4121.0,4223.0,3215.0,3290.0,12004.0,3600.0,3763.0,2355.0,5061.0,12876.0,2769.0,5000.0,3880.0,2949.0,3231.0,3156.0
4471,Ast_004472,2157.0,4432.0,4120.0,3467.0,4015.0,2376.0,10622.0,1685.0,5705.0,3312.0,4121.0,10609.0,3859.0,3258.0,1538.0,2648.0,1851.0,3741.0
4472,Ast_004473,4284.0,4913.0,4483.0,2041.0,4553.0,2526.0,19127.0,4473.0,1581.0,2548.0,2198.0,6333.0,2962.0,4797.0,2798.0,3424.0,4124.0,2852.0
4473,Ast_004474,3333.0,4025.0,1542.0,2479.0,3243.0,2686.0,15328.0,3972.0,3215.0,3849.0,1764.0,7620.0,4178.0,2015.0,4250.0,4277.0,4286.0,3080.0
4474,Ast_004475,2819.0,4270.0,4496.0,4042.0,2747.0,3251.0,13261.0,3990.0,3428.0,2128.0,4315.0,12310.0,3024.0,5020.0,3330.0,3383.0,3357.0,2752.0
4475,Ast_004476,4954.0,2092.0,1819.0,3437.0,3989.0,3505.0,21808.0,3837.0,2605.0,5939.0,3425.0,10511.0,4916.0,2837.0,1727.0,,4767.0,3012.0
4476,Ast_004477,4394.0,1760.0,1888.0,4444.0,1748.0,4083.0,19584.0,1298.0,4019.0,2797.0,2864.0,13540.0,2238.0,5544.0,2284.0,3311.0,2804.0,3813.0
4477,Ast_004478,4382.0,2525.0,1749.0,3457.0,4099.0,3973.0,19513.0,3405.0,3365.0,4500.0,3907.0,10582.0,5089.0,3290.0,2531.0,2738.0,5177.0,3066.0
4478,Ast_004479,2151.0,3663.0,3410.0,2851.0,4259.0,2327.0,10596.0,2585.0,4823.0,3113.0,4292.0,8752.0,4161.0,3036.0,1716.0,2811.0,1705.0,3640.0
4479,Ast_004480,4710.0,2278.0,1723.0,2972.0,4343.0,3544.0,20843.0,3918.0,2676.0,5251.0,3864.0,9128.0,5293.0,2817.0,1712.0,3075.0,5339.0,3639.0
4480,Ast_004481,2257.0,3600.0,4293.0,3766.0,3126.0,3133.0,11025.0,3854.0,3011.0,2530.0,3977.0,11508.0,3180.0,5267.0,3323.0,2588.0,3557.0,2933.0
4481,Ast_004482,2374.0,3622.0,3193.0,3599.0,3881.0,2783.0,11503.0,2148.0,5493.0,3091.0,3763.0,10986.0,4134.0,2789.0,2027.0,3376.0,2374.0,3846.0
4482,Ast_004483,3096.0,4413.0,1164.0,3017.0,3600.0,2789.0,14378.0,5386.0,2876.0,3997.0,2474.0,9245.0,4710.0,1757.0,3921.0,4250.0,5074.0,2723.0
4483,Ast_004484,3776.0,1512.0,1968.0,4762.0,2136.0,3897.0,17107.0,1379.0,4245.0,2579.0,2877.0,14488.0,3238.0,4249.0,2527.0,3133.0,2789.0,3389.0
4484,Ast_004485,4808.0,4653.0,2128.0,2222.0,4584.0,1793.0,21240.0,1552.0,4535.0,6004.0,2011.0,6868.0,3972.0,2333.0,2199.0,2683.0,3343.0,1962.0
4485,Ast_004486,4295.0,4883.0,2612.0,2588.0,4875.0,1747.0,19187.0,2129.0,3795.0,5071.0,1951.0,7956.0,4306.0,2043.0,1673.0,2106.0,3843.0,839.0
4486,Ast_004487,4376.0,4776.0,4568.0,1954.0,4677.0,1961.0,19497.0,4612.0,1728.0,2485.0,3135.0,6047.0,2565.0,4646.0,2752.0,4394.0,4303.0,2550.0
4487,Ast_004488,4324.0,2622.0,2071.0,3265.0,4348.0,4441.0,19293.0,4179.0,2584.0,4937.0,3726.0,9986.0,5040.0,2677.0,1759.0,3254.0,4653.0,3121.0
4488,Ast_004489,3017.0,4833.0,1722.0,2885.0,4062.0,2924.0,14066.0,3995.0,3015.0,4299.0,1681.0,8847.0,4250.0,2428.0,4267.0,4591.0,4011.0,3022.0
4489,Ast_004490,4624.0,2004.0,2053.0,3275.0,4264.0,4362.0,20506.0,3749.0,2709.0,5149.0,4624.0,10026.0,5109.0,2566.0,1684.0,2855.0,4156.0,3351.0
4490,Ast_004491,4059.0,4560.0,1923.0,1731.0,5139.0,1551.0,18245.0,2120.0,4650.0,5233.0,2245.0,5385.0,3613.0,1704.0,2022.0,2187.0,3351.0,1671.0
4491,Ast_004492,3763.0,4136.0,4682.0,2003.0,3870.0,1947.0,17053.0,4633.0,1559.0,2271.0,2036.0,6212.0,2673.0,4198.0,2513.0,3930.0,3901.0,2675.0
4492,Ast_004493,2260.0,4123.0,3869.0,3250.0,3850.0,2150.0,11045.0,2578.0,4817.0,2909.0,3995.0,9957.0,4245.0,3087.0,2173.0,3100.0,1711.0,3618.0
4493,Ast_004494,4901.0,1944.0,1949.0,3271.0,4285.0,3966.0,21613.0,3748.0,3350.0,5128.0,4324.0,10016.0,4273.0,2672.0,1965.0,2999.0,4779.0,3421.0
4494,Ast_004495,4192.0,4742.0,2285.0,2481.0,5274.0,1375.0,18782.0,1656.0,4224.0,4428.0,2430.0,7635.0,4177.0,1911.0,1200.0,2126.0,3242.0,1128.0
4495,Ast_004496,2588.0,3795.0,4474.0,4122.0,3190.0,3530.0,12360.0,3519.0,3843.0,2545.0,4548.0,12569.0,2731.0,4506.0,3250.0,3293.0,3170.0,2933.0
4496,Ast_004497,4599.0,4515.0,2564.0,2235.0,5086.0,1448.0,20385.0,2361.0,4539.0,4757.0,1855.0,6921.0,4125.0,2197.0,1339.0,2175.0,3633.0,2123.0
4497,Ast_004498,4424.0,4266.0,2512.0,1908.0,4888.0,1029.0,19696.0,1978.0,4302.0,4913.0,2666.0,5924.0,4381.0,2254.0,2263.0,2699.0,3004.0,1948.0
4498,Ast_004499,2333.0,3575.0,3910.0,3656.0,3747.0,2188.0,11322.0,2495.0,5201.0,3326.0,3842.0,11157.0,4535.0,2719.0,1702.0,2102.0,2174.0,4021.0
4499,Ast_004500,4554.0,1468.0,2063.0,3605.0,4287.0,3836.0,20206.0,4226.0,2889.0,4539.0,3996.0,11011.0,4962.0,2886.0,2793.0,2541.0,4310.0,3209.0
4500,Ast_004501,1823.0,3879.0,4321.0,3974.0,2762.0,3415.0,9274.0,4365.0,2901.0,2745.0,5008.0,12144.0,2833.0,5128.0,2824.0,2714.0,3202.0,3072.0
4501,Ast_004502,4203.0,4694.0,4757.0,1755.0,4123.0,2253.0,18809.0,4242.0,1573.0,2800.0,3772.0,5483.0,3398.0,5504.0,2524.0,4272.0,3971.0,2628.0
4502,Ast_004503,3117.0,3919.0,2030.0,3057.0,4345.0,2559.0,14490.0,4507.0,3172.0,4171.0,2479.0,9371.0,4770.0,1605.0,3981.0,4180.0,3881.0,2827.0
4503,Ast_004504,4079.0,1525.0,1874.0,3591.0,2037.0,3640.0,18316.0,1593.0,4018.0,2833.0,3381.0,10967.0,1922.0,4802.0,2197.0,2981.0,3149.0,3868.0
4504,Ast_004505,2158.0,3491.0,4185.0,3896.0,3062.0,3278.0,10628.0,4499.0,3688.0,3200.0,4181.0,11888.0,3240.0,5199.0,3484.0,3053.0,3582.0,3327.0
4505,Ast_004506,4565.0,2349.0,1762.0,3136.0,4312.0,3225.0,20264.0,4083.0,2580.0,5458.0,4085.0,9598.0,4955.0,2575.0,2034.0,2966.0,4814.0,3317.0
4506,Ast_004507,2924.0,4063.0,1306.0,2576.0,3989.0,2224.0,13687.0,4247.0,3141.0,3821.0,2038.0,7923.0,4386.0,2225.0,4033.0,4298.0,4624.0,3018.0
4507,Ast_004508,4560.0,5097.0,2512.0,,4878.0,1469.0,20231.0,2958.0,4385.0,4447.0,2310.0,,4413.0,2266.0,1087.0,2466.0,2700.0,2090.0
4508,Ast_004509,2580.0,3947.0,3821.0,3637.0,2875.0,3810.0,12331.0,4148.0,3408.0,2662.0,4504.0,11109.0,2732.0,5491.0,3029.0,2965.0,2829.0,3525.0
4509,Ast_004510,5052.0,2367.0,1758.0,2754.0,4225.0,3261.0,22206.0,4196.0,2892.0,5314.0,3825.0,8458.0,4915.0,2711.0,1260.0,3200.0,5124.0,4134.0
4510,Ast_004511,2778.0,4227.0,1226.0,2886.0,4130.0,2400.0,13098.0,4603.0,2936.0,4064.0,2225.0,8853.0,4641.0,1773.0,4381.0,5626.0,5597.0,3437.0
4511,Ast_004512,4327.0,1482.0,1352.0,4696.0,1275.0,4268.0,19321.0,1635.0,3648.0,2986.0,2820.0,14276.0,2025.0,4491.0,2168.0,3304.0,2595.0,3900.0
4512,Ast_004513,4869.0,2890.0,2004.0,3097.0,3934.0,3826.0,21475.0,3949.0,2447.0,4938.0,3377.0,9483.0,5473.0,2642.0,1762.0,2609.0,5003.0,4044.0
4513,Ast_004514,4259.0,1789.0,2387.0,4226.0,1665.0,3807.0,19020.0,2037.0,4169.0,2347.0,3636.0,12891.0,2940.0,4390.0,2511.0,3344.0,2724.0,3378.0
4514,Ast_004515,3641.0,1470.0,1915.0,4165.0,1987.0,3533.0,16562.0,1633.0,4419.0,2570.0,3154.0,12693.0,3284.0,4630.0,2490.0,3364.0,1710.0,4009.0
4515,Ast_004516,3225.0,4747.0,1794.0,2892.0,3914.0,2751.0,14887.0,4749.0,2819.0,4067.0,1966.0,8885.0,5053.0,2527.0,3945.0,4506.0,4843.0,3394.0
