ID,Alamosite,Chalcophyllite,Gypsum,Orpiment,Junitoite,Phoenicochroite,Groutite,Zykaite,Weloganite,Diadochite,Semseyite,Creedite,Xieite,Eveite,Rutile,Tyrolite,Feroxyhyte,Kostovite
Ast_003857,4270,1742,1687,3213,4494,4233,19075,4183,2675,5366,4580,9824,4257,2696,1926,2655,5135,3524
Ast_003858,2110,4314,3844,3758,4050,2397,10444,3143,4124,3632,4323,11493,4219,3333,1595,3479,1432,3990
Ast_003859,3890,1199,2029,3611,1692,4423,17544,1317,3842,2714,2430,11035,2666,4239,2426,3396,2941,3955
Ast_003860,2947,4086,1609,2588,4138,2748,13799,4279,2784,4260,2463,7988,3542,2794,4246,4614,5265,3030
Ast_003861,4234,4482,5396,2046,4140,2361,18927,4477,1597,2170,2688,6336,2577,4329,2959,4151,4743,2850
Ast_003862,2822,4832,1707,2995,3863,2643,13293,4094,3134,4414,1901,9173,4609,2585,4207,4389,3968,3123
Ast_003863,1849,4696,3285,3415,3421,2131,9407,2835,5933,2708,3721,10430,4162,2810,1984,3315,2339,3845
Ast_003864,2119,4096,3548,3606,3819,2298,10475,2693,4703,3608,4607,11015,4045,3259,2346,3631,2615,4571
Ast_003865,4043,1618,1705,4892,1558,3513,18163,1649,4521,2030,2712,14876,2786,4359,1972,3230,3129,4076
Ast_003866,3329,4055,1689,2629,4034,2720,15330,4390,3143,3624,1905,8090,4007,2694,3927,4457,4691,2236
Ast_003867,4690,2162,1261,3018,4414,4319,20739,3984,2783,4870,3540,9255,4607,2788,2255,2698,4736,4058
Ast_003868,4077,2009,1281,5066,1422,3957,18298,1721,3881,2514,3858,15391,3292,5363,2213,3289,2344,3821
Ast_003869,4091,4820,5040,1561,4653,2081,18355,4902,1405,1625,2190,4867,2724,4728,3163,4336,3831,2656
Ast_003870,4094,4459,4684,1713,4054,3130,18391,4755,1770,2405,3018,5337,3351,1000228.411,2688,3654,4167,2936
Ast_003871,3868,4730,5062,1536,4221,1680,17462,4573,1459,2650,3234,4808,2682,4499,2880,4277,4268,2718
Ast_003872,2181,4080,4499,3993,2407,3225,10701,3839,3996,2668,4409,12169,2791,4301,3536,3048,3196,2827
Ast_003873,4511,2125,1968,4828,1390,4118,20045,1829,3872,3013,3695,14671,2730,4494,2076,3375,2149,3991
Ast_003874,3624,4908,2326,2344,4245,1911,16505,2340,4338,4552,2183,7242,4280,2001,1448,2303,3143,1946
Ast_003875,2127,4320,4194,3230,2608,3575,10506,3698,3411,2768,4294,9888,3248,4961,3482,3001,3053,3046
Ast_003876,4488,2042,1540,3490,4375,4119,19944,3859,3105,4699,3496,10666,4104,2631,2087,3144,4961,3294
Ast_003877,1982,3739,4380,3720,2766,2923,9934,4088,3618,2291,4371,11352,3582,4451,3306,3249,3323,3113
Ast_003878,1788,3803,3925,3772,2406,3901,9146,4674,2970,2449,4522,11523,3047,5234,2593,2851,3434,2943
Ast_003879,1815,3628,3312,3920,4461,2016,9265,2897,4656,3284,3577,11977,4312,2653,1453,3583,1523,3707
Ast_003880,4300,4653,5347,2586,4694,2458,19210,4447,1880,2525,3284,7963,2719,5104,3055,4037,4430,2485
Ast_003881,4715,4944,1972,2108,4957,1057,20856,2080,4221,5019,1991,6530,4259,2133,1229,2455,3090,2999
Ast_003882,4679,5092,2441,2041,5550,1468,20716,2138,4391,4665,2116,6337,4646,2208,1089,2026,2540,1605
Ast_003883,4059,4804,4779,2402,4313,2290,18232,4722,2006,1730,3202,7410,2878,4437,3076,4427,3725,2536
Ast_003884,1685,3752,4354,4081,2355,3001,8719,4391,4269,3108,4562,12461,3056,4843,3591,3194,2941,2985
Ast_003885,3768,1871,2495,4163,1960,3758,17075,1951,4233,2977,2646,12700,2695,4477,2580,3339,2351,3377
Ast_003886,4366,4725,2533,1804,4914,2166,19474,1918,3398,4278,2458,5611,4635,2056,827,2420,3860,1735
Ast_003887,2965,4618,951,3155,3965,2872,13867,4032,2812,4286,2202,9653,3524,1989,4889,4884,4485,3355
Ast_003888,2792,4092,2113,2962,4135,3015,13182,4545,3312,4122,1902,9083,4268,1770,4111,4645,4954,3216
Ast_003889,3775,4905,4865,1877,3689,1913,17089,4487,2032,2685,3045,5815,3627,5521,2872,4293,4080,2348
Ast_003890,2806,3883,1592,3331,3997,3096,13217,4575,3652,4049,1732,10184,4747,1919,4389,4785,4552,3174
Ast_003891,4949,4538,2532,2052,5346,1444,21797,2099,4637,4896,1831,6378,4246,2315,1590,2395,2564,1454
Ast_003892,2081,4297,4114,3068,4086,2169,10318,2795,4496,2893,4034,9408,4199,3248,1007,2336,2362,3831
Ast_003893,2353,4064,4384,4149,3164,3090,11427,3765,4413,2620,4838,12644,3171,4773,3154,3373,2927,3447
Ast_003894,4115,4976,4512,2032,3741,3001,18453,4492,1105,1805,2441,6291,3185,4573,2609,4096,4215,2552
Ast_003895,3857,4736,4608,1525,4195,2426,17419,4474,1575,2053,2361,4767,2231,4964,3318,3822,4951,2891
Ast_003896,4220,4690,5451,1816,3733,2414,18894,5004,1438,2479,3553,5646,2661,4393,2251,4181,3983,2755
Ast_003897,4411,4382,4622,2290,4929,2779,19633,4545,1509,2484,3466,7076,2124,5599,2820,4046,5102,2128
Ast_003898,4083,2073,1857,4211,2005,3606,18341,1457,3767,2536,3441,12838,3101,4644,2049,3468,3425,3512
Ast_003899,3933,1153,1638,5163,1527,3617,17742,1409,3701,2792,2773,15681,2408,4232,2313,3391,2607,3404
Ast_003900,4301,2685,1726,2640,4218,3836,19186,3539,3208,5486,3262,8124,4489,2852,2081,2528,5563,3636
Ast_003901,4039,4701,5233,2088,4071,2136,18156,4517,1635,2606,3571,6460,2933,4824,2909,4432,3843,2644
Ast_003902,1892,3867,3831,3945,2911,3462,9551,3392,3046,2179,4541,12036,2938,4478,3146,2910,3618,3315
Ast_003903,3708,1954,1690,4344,1765,4030,16833,1128,4291,2380,2003,13231,3442,4994,2495,3010,2331,3646
Ast_003904,2835,4441,1879,3186,3881,2591,13333,4284,3085,3884,2476,9761,4704,2063,4164,5186,4611,2960
Ast_003905,2834,3785,4525,4210,2263,3317,13338,3818,3722,2221,4732,12841,2775,5193,3669,2798,3733,2915
Ast_003906,1933,4793,3406,3616,4044,2548,9726,3191,5554,3103,4409,11057,3960,3406,1918,2601,1902,3622
Ast_003907,3665,1697,2312,4316,2076,4082,16645,1699,4165,2568,2760,13146,2505,4828,2072,3206,3450,4053
Ast_003908,2210,4479,3692,3388,3788,1854,10844,2727,5218,3116,4541,10378,4323,2867,1297,3989,1917,3876
Ast_003909,2072,3543,4948,3724,2653,3688,10283,3516,3746,2115,4065,11368,2478,5223,3451,2969,3756,3383
Ast_003910,3988,5190,4782,1998,4620,1750,17949,4137,1287,1857,2891,6189,2863,5380,2803,3810,4083,2614
Ast_003911,2008,3863,3848,3238,4060,2192,10044,2337,4257,2498,4104,9906,4396,2478,1692,3745,1711,4041
Ast_003912,3812,2430,2115,2770,4560,3835,17259,3413,3262,4750,3451,8524,5099,2990,1561,3046,4980,3252
Ast_003913,4302,2205,2037,3119,4467,4167,19206,3762,2759,5122,4327,9551,4220,2891,2408,2449,4888,3754
Ast_003914,2046,4277,3911,3560,4253,1959,10190,2788,5473,3161,3759,10871,4186,3342,1438,3076,2561,3644
Ast_003915,2972,4416,1291,3127,3891,2671,13907,4475,3460,3480,2298,9573,4805,2100,4035,3997,4553,2892
Ast_003916,4504,2056,1649,3306,4320,3686,20010,3880,2374,5230,3719,10121,4758,3114,1929,2912,4679,3235
Ast_003917,3928,4950,5053,2273,3718,2831,17708,4100,1738,2182,3061,7032,3030,4951,2817,4367,4186,2493
Ast_003918,4461,1961,2057,3023,3850,4182,19873,4298,2873,5199,4211,9282,4363,2530,1735,2655,3950,3425
Ast_003919,2067,3643,4000,3786,3597,2309,10271,2703,4905,2973,4372,11551,4796,3414,1425,2908,1972,4615
Ast_003920,1981,4512,3380,3629,3569,2371,9914,2798,4983,3215,3824,11075,4292,3714,1815,2919,1451,3683
Ast_003921,4211,4854,3019,2576,4834,1074,18844,1594,4209,5069,2167,7925,3976,2244,1025,2239,2646,1750
Ast_003922,1836,4743,3676,3427,3926,2132,9338,2425,5573,3136,3895,10462,4286,3151,1905,2796,1766,3965
Ast_003923,3831,4792,4892,2320,3818,2684,17331,4326,1796,2344,2459,7163,2948,5073,3039,3835,4586,3078
Ast_003924,3836,2319,1964,3404,4481,3701,17344,4058,2721,5249,4303,10405,4434,2764,2642,2147,4459,3594
Ast_003925,3826,4948,2180,2396,4242,1381,17284,2061,4389,5397,1947,7393,3954,2456,1551,2471,4004,1068
Ast_003926,1944,3933,3905,3901,2467,3576,9788,4217,3509,2249,3937,11912,3261,5379,3875,3322,3435,2952
Ast_003927,4296,1871,1806,4040,1369,3827,19190,1372,4396,3268,2755,12321,2218,4586,2320,3169,2896,3786
Ast_003928,1865,3826,4197,3365,2606,3193,9457,4224,3461,2821,4834,10309,3168,4944,3396,3448,3317,3181
Ast_003929,3764,1578,1437,5269,1553,4170,17041,1759,4227,3045,3029,15999,3627,4547,2224,3480,2793,3459
Ast_003930,3243,4521,2173,2972,3538,2287,14975,4569,2563,3728,2112,9114,4097,2083,4197,4224,4585,3292
Ast_003931,3428,1468,1210,5155,1735,3705,15716,1755,4219,2463,2716,15656,2790,4516,2196,3083,2836,3422
Ast_003932,2406,3823,4362,3503,2848,3333,11615,3077,3879,2658,1000217.623,10712,2967,4735,3380,3211,3301,2793
Ast_003933,2954,4590,1823,2679,3907,1845,13826,5106,3072,4180,2001,8229,3999,1638,4105,4087,4351,3150
Ast_003934,4274,1000280.565,1681,3400,3976,3687,19088,4243,2437,4420,3675,10395,4489,2449,1799,3332,5190,3924
Ast_003935,1995,3793,4090,4048,2612,fk4507s,9990,3945,3301,2573,4040,12336,2869,4340,3194,2983,3683,3187
Ast_003936,4461,2674,1737,3192,4052,3552,19844,3425,2605,545k,4254,9787,4523,2737,2163,2569,4940,3280
Ast_003937,4128,4591,4799,2183,3891,1449,18524,4179,1833,3188,3471,6765,2541,5284,3199,4142,4783,2447
Ast_003938,2135,3735,3746,3915,3640,2104,10548,2788,4888,2850,4433,11957,4193,3025,2014,3518,1991,4308
Ast_003939,4065,4722,4808,2280,3892,2742,18256,4623,1717,2041,3143,7044,3717,5253,2491,4133,4473,2740
Ast_003940,4071,1399,1588,4848,1994,3613,18279,1688,3702,2814,2650,14741,2773,4347,2543,3506,2486,4332
Ast_003941,4804,4651,2645,2065,5034,2060,21209,2273,5417,5054,2204,6390,3816,2107,1521,2190,3579,1640
Ast_003942,2283,4198,3660,3686,4216,1900,11119,2179,5462,3173,3417,11250,4112,3012,1605,3161,900,3826
Ast_003943,4474,4983,4472,1943,4647,1899,19892,4840,1250,2047,3288,6033,3284,4742,1921,4299,4385,2560
Ast_003944,3977,1516,1934,4059,1645,4287,17923,1856,4270,2826,3750,12364,2030,5202,2283,2947,2878,4306
Ast_003945,2427,3936,4079,3528,2923,3613,11702,3871,4483,2963,4530,10784,2824,5108,3433,2762,3395,3007
Ast_003946,4435,1848,1645,2893,3963,4236,19740,3757,3492,5444,4058,8886,4401,2897,2561,2112,4667,3450
Ast_003947,4991,2177,1822,3194,4035,3824,21948,4318,3096,4785,4469,9767,4709,2652,1921,3053,4801,3262
Ast_003948,3211,4939,1468,2839,3736,2378,14850,4118,3064,3844,2210,8696,4265,2315,4210,4184,3706,3390
Ast_003949,3213,3520,921,2581,3847,2192,14840,5168,2826,4340,2096,7949,4544,2014,4185,4333,4991,3118
Ast_003950,2809,4820,2324,2422,3906,2613,13231,5560,3401,3620,2328,7487,5295,1762,4433,4343,4487,3039
Ast_003951,4203,1395,1762,4872,1819,4204,18830,2084,3567,2572,3431,14803,2703,3939,2309,2928,2782,4180
Ast_003952,1651,4217,3570,3747,3773,2433,8610,2346,4742,3064,4422,11449,4713,2974,1426,3043,1688,3607
Ast_003953,3909,4841,5495,1940,4503,3067,17643,4646,1525,1660,2685,6022,2965,5785,2423,3949,4019,2719
Ast_003954,3107,4022,1796,3147,3425,2524,14418,4248,2815,3741,2443,9636,4469,1910,4577,4266,5176,2949
Ast_003955,1671,4029,3473,3513,3578,2501,8674,2185,4370,3555,3934,10740,4112,3115,2061,2707,2292,4291
Ast_003956,3084,4172,1709,3085,4296,2731,14331,4648,3593,3904,1740,9458,4638,2370,4217,4542,4310,2928
Ast_003957,3570,1273,1071,5022,1998,3888,16269,1627,3966,2502,2842,15275,2692,4457,2709,3207,2953,4263
Ast_003958,2707,5136,1129,2596,3493,2671,12819,4346,3294,4216,1884,7989,5113,2330,4188,4468,4162,2871
Ast_003959,2983,4220,1719,1000267.583,3488,2734,13931,4684,2923,3925,2013,3000995,4124,1855,3778,4431,4226,3774
Ast_003960,4749,2587,1707,3521,4293,3917,21000,4133,2577,4622,4210,10766,5024,2870,1783,2808,5569,2956
Ast_003961,4452,2775,2014,3605,4201,gndy*jd,19792,3712,3141,5222,3971,11019,4818,2437,2016,2997,4655,2834
Ast_003962,1958,4167,3886,3424,4034,2336,9832,1914,4780,3610,4781,10472,4811,2672,2265,2883,2069,4017
Ast_003963,2578,4175,3784,3479,3633,2345,12328,2290,5088,2949,3772,10634,4222,3289,1795,3757,1573,4329
Ast_003964,4125,4583,4682,1553,4119,1709,18494,4279,1598,1804,2283,4864,3350,5246,3251,4643,4277,3084
Ast_003965,2887,4440,1478,2854,3493,2248,13543,3957,2693,4771,2255,8765,4212,1763,3829,4826,4109,2662
Ast_003966,1771,4078,4381,3507,2581,3280,9078,3819,3933,2942,4566,10716,2474,5491,2916,2886,2904,3099
Ast_003967,4058,4686,4766,1795,4011,2529,18238,4896,1977,2476,3122,5573,2818,5376,2534,4013,4562,2623
Ast_003968,4298,4749,4783,1727,4142,2103,19196,4315,1637,2091,2645,5397,2491,4591,2167,4035,3593,2476
Ast_003969,3029,4582,1194,3123,3737,2857,14109,4190,2919,3792,2780,9570,4853,2484,3968,4251,4585,2977
Ast_003970,4278,2950,1663,3273,4268,3707,19117,3548,2964,5416,4456,10019,4761,2890,1815,3533,4597,3043
Ast_003971,4057,1225,1423,3528,2051,4095,18231,1884,4043,3021,3001,10769,2871,4849,1721,2941,3258,3919
Ast_003972,4149,4510,5125,2126,3488,2003,18586,4263,1513,1893,2723,6587,3793,4805,3406,3842,4087,2426
Ast_003973,4520,4452,3061,2245,5120,1476,20080,1702,4506,5552,2075,6924,4070,2088,1780,2397,3117,1563
Ast_003974,4402,4943,2241,2067,4579,1543,19610,,3848,4553,2193,6402,3265,1717,2280,2334,2195,2061
Ast_003975,4452,4809,4970,2101,4871,2152,19807,4702,1573,2670,2806,6502,3007,4981,3905,3902,4096,2421
Ast_003976,1642,4386,3501,3100,4061,2717,8564,2183,5541,2616,4382,9503,4511,3287,1787,2983,1982,4055
Ast_003977,2777,3414,3962,3464,2663,2968,13106,3952,3777,2177,4595,10601,3140,4889,3501,2832,3490,2731
Ast_003978,4597,4701,2418,2097,4645,1450,20397,2590,4378,4591,2370,6488,3578,2943,1902,2064,3131,1551
Ast_003979,4207,4946,5399,2353,4519,2375,18847,4370,1642,2619,2535,7254,3046,5039,2943,3912,4591,2525
Ast_003980,4425,1428,1738,3714,2318,3973,19686,1038,3947,2683,3983,11342,3113,4449,2595,2584,2817,3472
Ast_003981,4678,4642,2874,1983,4441,2166,20709,1950,4256,4691,1951,6129,4259,2961,2253,2281,3074,1231
Ast_003982,4997,4685,3044,2402,4786,1136,21995,1790,3589,5117,1847,7399,3688,2306,1283,1832,2353,2063
Ast_003983,4184,1517,1515,4625,1978,3712,18734,1566,3761,2928,2553,(*^,2697,4377,1881,3160,2284,4072
Ast_003984,4241,1854,2300,3224,4149,3499,18954,3053,2934,5817,4055,9877,4999,2690,1749,2827,4976,3632
Ast_003985,4946,4573,2409,2064,4326,1140,21772,2394,3967,5468,1895,6398,3507,2988,1720,2341,3457,1814
Ast_003986,4314,4535,5014,2163,4340,1403,19245,4723,1883,1870,3566,6689,2706,5381,2224,4080,3256,2714
Ast_003987,2880,4296,1568,2769,3943,2696,13529,5171,3110,3916,2490,8510,3479,2311,4331,4479,4516,2767
Ast_003988,4366,4633,2426,2233,5601,1923,19473,1853,4317,4924,1616,6884,3929,2570,1518,2544,3589,2048
Ast_003989,4228,1761,1922,4443,1895,3571,18903,1546,3842,2676,2494,13537,2791,4166,2635,3243,2371,3450
Ast_003990,4550,2156,2257,3066,4201,3561,20214,3869,2297,4637,3333,9392,4351,2684,1532,2414,4428,3505
Ast_003991,4125,2017,2124,3020,4295,4738,18499,4370,2924,4370,3776,9264,4921,2741,1731,3018,4800,3631
Ast_003992,3898,4470,4519,1773,4098,1874,17598,4276,1531,2284,2762,5499,2592,4995,2885,3792,4162,2603
Ast_003993,5039,4740,2215,2274,4825,1434,22160,1693,4833,4910,2153,7007,4422,2002,2074,2608,2366,1500
Ast_003994,4772,4796,2039,2782,5231,1790,21087,2362,3916,5323,2263,8554,4244,2508,1344,2194,3407,1391
Ast_003995,4486,4657,2821,1516,4573,1675,19942,1742,4347,4681,2543,4745,3826,2648,1623,2679,3610,1642
Ast_003996,2413,3508,3930,3477,2797,3393,11634,4066,3559,2856,4943,10612,2273,4767,3145,3223,3324,3333
Ast_003997,4404,1880,1948,4521,1956,3510,19631,1304,3881,2590,3092,13760,2137,4557,2546,3134,2568,3561
Ast_003998,4700,1809,1707,2974,4529,3969,20792,3967,2550,6238,4024,9126,4564,2431,1613,2705,5100,3153
Ast_003999,4068,2362,1707,3181,4424,3600,18272,3574,3078,4348,4138,9729,4908,2589,1209,2720,4511,3704
Ast_004000,1740,4025,3488,3502,3827,2305,8957,1823,5462,3025,4553,10705,3906,2703,1766,3893,2479,4114
Ast_004001,2857,3497,2155,2744,3417,3017,13421,4020,3147,3892,1972,8424,4713,2001,4168,4868,5358,2801
Ast_004002,1789,4085,3876,3266,3863,1919,9160,2016,5446,3224,4162,10005,3945,3704,2096,2537,1148,4341
Ast_004003,1624,4179,3757,3266,3944,2274,8511,3213,5289,2529,4231,10013,4327,2242,1173,3672,1756,4204
Ast_004004,3849,5067,4735,1987,3877,2367,17391,4204,1818,1967,2798,6184,3611,4293,3257,4138,3882,2500
Ast_004005,2811,4213,1747,3336,3227,2569,13248,4797,3190,4317,1805,10207,4671,1970,4344,4318,5149,2979
Ast_004006,1848,3984,3680,2969,4584,2280,9372,2355,5288,2884,3499,9123,4333,2911,1063,2846,1782,4638
Ast_004007,4720,1826,2125,3489,4549,4348,20873,3612,2863,5982,4120,10668,5782,2833,2369,2371,4794,2730
Ast_004008,4845,1914,2041,2681,4609,4000,21376,3717,3377,4465,4304,8233,4614,2739,2673,2742,5134,3957
Ast_004009,2957,3875,1530,3607,3302,2522,13827,3974,2770,4656,2239,11010,4834,2311,3822,4820,4241,3253
Ast_004010,4518,1858,1985,3001,4534,4102,20052,4151,2683,5017,3951,9208,5130,2816,2026,2312,5359,3325
Ast_004011,4195,1854,1854,4482,1569,3900,18767,1757,4153,2653,2903,13633,3142,5006,2494,3278,2442,3763
Ast_004012,1823,4960,3660,3930,3690,2182,9298,2586,3998,3275,3881,11980,3876,3119,2294,2699,2138,4002
Ast_004013,4568,4693,2259,1909,4902,1444,20258,2230,4114,5210,2084,5935,4222,1966,2021,2195,3566,1516
Ast_004014,3933,1736,2015,4934,1574,3436,17735,1349,3877,2840,2534,15007,3049,4473,2312,3323,2587,3842
Ast_004015,4213,4262,4722,2292,4141,2325,18869,4548,1937,2044,3129,7065,3073,4885,2867,4460,3951,2477
Ast_004016,2462,3839,2018,3143,4010,2834,11840,4364,3141,3835,1889,9622,4097,1449,4063,4411,5805,3348
Ast_004017,2749,3772,4151,3505,2577,3514,13015,3331,3907,2467,4565,10701,3551,5230,3091,3059,3415,2903
Ast_004018,3885,4823,5085,1941,4173,2447,17537,4620,1252,2213,2859,6024,2199,4787,3297,4196,3414,2950
Ast_004019,4495,4739,2841,1681,4561,1798,19966,2061,4176,4593,2027,5237,3741,2206,1119,2412,3304,2024
Ast_004020,3656,1485,2650,3991,1392,3925,16627,1980,4405,2725,3014,12180,3129,4914,2745,3233,3302,3767
Ast_004021,3945,1513,1747,4141,1766,3880,17785,1996,4044,2706,3333,12613,2734,5032,2364,3235,2473,3398
Ast_004022,1871,3981,4070,3530,2702,3459,9491,4396,3557,2358,4174,10791,2656,5255,3270,3058,3465,3282
Ast_004023,2957,5149,1745,2660,4224,2956,13852,4468,2777,3691,2209,8196,4509,2061,4171,4869,4652,2816
Ast_004024,4031,1720,1956,2970,4316,3829,18136,4582,3200,5055,4483,9113,4342,2863,1495,2720,4491,2748
Ast_004025,2876,3871,1510,2936,3705,2085,13483,4854,2972,4070,2210,9018,3583,2419,4390,4501,4624,3045
Ast_004026,3971,2366,2274,3992,2050,3826,17870,2101,3713,3004,2478,12179,3487,4594,2044,2939,2484,3388
Ast_004027,3194,4611,1616,3212,3581,2458,14774,4712,3056,3856,2242,9838,4746,1492,4392,4601,4187,2731
Ast_004028,2221,3865,4525,3449,2431,3100,10880,3825,3944,2468,4626,10569,3587,4947,3228,3118,3450,3217
Ast_004029,2929,5466,1110,3113,3706,2664,13704,4256,2813,3952,2353,9546,3799,1865,4015,4339,4548,3347
Ast_004030,4986,2527,1810,2546,4356,3830,21940,3795,2996,4794,4345,7847,4344,2547,1485,2727,5220,3435
Ast_004031,2096,3740,4393,3952,2663,3391,10381,3399,3843,2526,4390,12037,3050,4822,3309,2965,3388,2960
Ast_004032,3282,5253,1297,2440,4422,2167,15125,4747,3346,3831,2469,7520,4876,1719,4347,5051,4055,2700
Ast_004033,1709,4422,3326,3857,4463,2222,8851,2687,5075,3117,4351,11783,4456,2665,2073,3265,1787,3923
Ast_004034,2975,4739,1674,2961,3389,1980,13905,4450,2949,4366,2480,9085,4081,2143,3906,4969,4443,2877
Ast_004035,4678,4806,3228,2423,4644,1998,20712,1853,4130,5459,2112,7462,4160,2475,1538,2620,3258,1903
Ast_004036,2658,3817,4176,3808,3107,3154,12648,4007,3513,2406,4351,11618,2552,4780,3743,2590,3461,3251
Ast_004037,3491,1095,1802,3647,1878,3797,15965,1654,3834,2775,3517,11135,2985,4538,2207,3052,2714,3600
Ast_004038,1829,4288,3772,3920,3973,2260,9300,3208,5003,3439,3361,11952,4393,2917,2109,3589,1706,3917
Ast_004039,3939,2033,2021,3954,1531,3641,17740,784,3932,2821,3079,12064,2739,4889,2300,3168,2294,3148
Ast_004040,4375,4716,5214,1852,4601,2415,19493,4665,1323,2448,2997,5750,2938,5426,3122,4717,4326,2521
Ast_004041,4007,1737,2113,3927,2030,3438,18018,1074,3990,2054,2932,11976,2833,4237,2315,3241,2639,3196
Ast_004042,1952,4469,3906,4006,4577,2011,9802,2566,4674,3056,4432,12238,4053,2887,1793,3560,1718,4165
Ast_004043,4623,4760,2292,2548,4483,1203,20510,2172,4343,3611,2098,7837,3824,2114,1450,2606,3201,1969
Ast_004044,4539,5473,5158,1554,4233,2560,20172,4696,1362,2086,3483,4857,2568,5259,2551,3796,4168,2875
Ast_004045,2880,3980,1028,2587,3806,2400,13499,4548,3027,3852,2063,7959,3866,1919,4090,4767,4738,3135
Ast_004046,3051,4629,1497,3135,4261,2380,14206,4339,3162,3926,2118,9618,5015,2441,4057,4992,4360,3088
Ast_004047,3040,3318,4305,3341,2737,3422,14162,4095,3703,2273,4496,10216,3105,4607,3671,2749,3440,3150
Ast_004048,4854,4462,4374,2135,4434,2384,21420,4558,2201,2010,3327,6616,2476,5249,2987,4451,4652,2687
Ast_004049,3123,4859,2042,2741,3852,2402,14500,4148,2874,4107,2136,8420,4789,2155,3944,4703,3872,3077
Ast_004050,2911,5069,2231,2776,4149,2095,13662,3552,3138,4167,1884,8505,4261,1488,4348,4323,4611,3222
Ast_004051,2260,2908,3999,3778,2374,3333,11034,3430,3429,2126,4140,11506,2749,4495,3631,3289,3418,3232
Ast_004052,2832,5108,1817,2805,3581,1994,13353,4825,2750,3629,1837,8624,4703,2548,4270,4079,4551,3369
Ast_004053,4270,4699,4686,2029,4162,2074,19084,4792,1286,3046,2827,6301,2556,4448,3330,4260,5037,2488
Ast_004054,2380,3786,4041,3906,2692,3155,11525,4430,3715,1888,4270,11909,2462,5618,3630,2931,,3304
Ast_004055,3727,2149,1903,4778,2269,4102,16901,2067,3744,2608,3689,14520,3919,4427,2117,3117,2465,3818
Ast_004056,2745,4236,1437,2922,4043,2181,12993,4509,3437,3892,1949,8956,4190,1545,4364,4861,4879,2779
Ast_004057,3071,4300,2345,2812,3310,2354,14286,3973,2706,4069,1972,8640,3925,2461,4252,4710,4614,3201
Ast_004058,2962,5146,1185,2775,3265,2619,13847,3994,3032,3675,2649,8508,4727,2004,4408,5429,4675,3269
Ast_004059,1830,3968,3800,2891,4137,2877,9325,3264,4698,2643,4531,8872,4320,3123,1880,2824,1694,4109
Ast_004060,2282,3811,3777,3478,4068,2370,11134,2449,5052,3444,4374,10631,4146,3972,1827,3867,1898,3896
Ast_004061,4145,4723,5005,2158,3840,2145,18560,4366,1830,2150,2967,6673,2717,4960,3057,4204,4296,2815
Ast_004062,2074,4420,3959,2975,4330,2451,10286,2622,4556,3118,3539,9131,4296,3011,1751,2595,1782,4401
Ast_004063,3950,4931,5265,1558,4034,2519,17804,4582,1926,2194,3244,4857,2916,4856,2945,3913,3872,2491
Ast_004064,3820,1948,1476,5019,1779,3734,17273,1985,3987,2745,2543,15249,2460,3838,2430,2824,2991,4527
Ast_004065,2488,3731,4320,3772,2706,3293,11953,3972,3121,2241,4512,11530,3117,5114,3184,2853,3257,2877
Ast_004066,2005,4270,4253,4000,3923,2397,10018,2105,4778,2937,4226,12191,4050,2303,07s 47d,2902,1738,4118
Ast_004067,4136,3982,4749,2027,3331,2477,18540,4681,1791,2581,2006,6295,2915,4890,3118,4093,3666,2416
Ast_004068,1918,4499,3803,2772,3218,2347,9674,2387,4979,3495,3582,8506,4191,2788,1860,2515,2130,3608
Ast_004069,2904,5049,1571,2880,4255,2520,13616,4110,3075,3931,2038,8835,4690,2362,4593,4767,4375,2798
Ast_004070,3851,1867,1959,4375,2427,3616,17419,1803,3967,2075,2357,13317,2920,4410,2442,3064,3280,3705
Ast_004071,1895,3818,3557,3672,4026,2165,9575,2390,4383,3118,4330,11220,4242,2319,1855,3135,2031,3392
Ast_004072,2731,4812,888,2592,3515,2080,12931,4334,2920,3969,2161,7968,3904,2037,4210,4703,5436,3257
Ast_004073,4313,2757,1745,2756,4685,4217,19268,3270,3160,4847,4169,8472,4872,3087,2000,2729,3960,3646
Ast_004074,2076,4154,3935,3626,3461,2687,10304,2643,4848,3528,4222,11084,4322,2927,1901,2348,2140,4135
Ast_004075,4279,1814,2241,3619,4230,4343,19111,4706,3111,4955,3318,11048,5208,2716,1766,2602,4984,3048
Ast_004076,4223,4619,2613,2166,4755,1041,18880,2453,4078,5090,2352,6690,3802,2100,1625,2326,3237,976
Ast_004077,2327,4241,4509,4024,3247,3011,11298,4205,4423,1981,4411,12282,2780,4222,3136,3144,3243,2725
Ast_004078,4401,1988,1984,3078,4262,3925,19587,4834,3355,4103,4162,9423,4857,3061,1804,2424,4840,3604
Ast_004079,4729,2533,2161,3168,4678,3764,20926,3920,2921,5131,4099,9713,4737,3008,2185,2919,4311,3388
Ast_004080,2889,4470,1916,2366,4125,2533,13539,4327,3219,4115,2604,7304,3906,2293,3879,4501,4414,3172
Ast_004081,3839,4413,4820,1715,d^$h(*,2181,17344,4403,1724,1931,2898,5338,3019,4978,3064,4115,4935,2527
Ast_004082,4512,2026,1832,3399,4486,4666,20059,3998,3167,4646,4126,10391,5414,3101,1319,2518,5010,3373
Ast_004083,4943,4586,2548,1650,5034,1993,21773,1996,4374,4748,2171,5158,3836,2636,1687,2686,3466,1745
